epoch,training_loss,validation_loss,is_new_best
1,0.6588794304456325,0.6460267901420593,True
2,0.6386365308237902,0.6045828483722828,True
3,0.6363753010771868,0.6489513670956647,False
4,0.6290880849251168,0.6236789579744693,False
5,0.6283072660424117,0.5865239015331974,True
6,0.6182568353724618,0.5639254031357942,True
7,0.5950087499756345,0.5581689852255362,True
8,0.5933578634537713,0.5525664885838827,True
9,0.5851230931419857,0.5421715180079142,True
10,0.5906594169622211,0.5329114684352169,True
11,0.5533886161842787,0.5391343015211599,False
12,0.5752390807074619,0.6274877124362521,False
13,0.5420059698854568,0.526298377248976,True
14,0.5257390579047231,0.4942583507961697,True
15,0.5309467831098964,0.5128292971187167,False
16,0.5228002180253839,0.5486657001354076,False
17,0.5277736037452786,0.5686946798253942,False
18,0.5394006156507944,0.5212041492815371,False
19,0.5115673723248388,0.49880456262164646,False
20,0.5251945550731152,0.5013311792303015,False
21,0.5202696293075649,0.7584828800625272,False
22,0.5315139792385818,0.5088468591372172,False
23,0.49209785075546,0.4786019766772235,True
24,0.5027761656424903,0.4920464908635175,False
25,0.48542626975588715,0.5324874299543875,False
26,0.4806545581431747,0.45675366233896325,True
27,0.4588093850653985,0.46963217081847014,False
28,0.45745750355582704,0.46748599299678095,False
29,0.45864388181295007,0.4553640815946791,True
30,0.4519217356091979,0.4599988990359836,False
31,0.435849714416989,0.44260438062526564,True
32,0.44377215308261053,0.4455868336889479,False
33,0.4362547086153416,0.43049563301934135,True
34,0.4137006218033719,0.47460468389369825,False
35,0.42621760278767934,0.4526707000202603,False
36,0.42716409043769615,0.45160909052248355,False
37,0.41379462451259524,0.4380227459801568,False
38,0.3981207901342756,0.4432105907687434,False
39,0.4078669254490406,0.4436448944939507,False
40,0.38858487482015797,0.42978120733190467,True
41,0.382286055997617,0.4401283220008568,False
42,0.3915475243777898,0.4486492254115917,False
43,0.37730094793904034,0.46454111735026044,False
44,0.3904833837740683,0.4724318914943271,False
45,0.3711336484534203,0.5046750395386307,False
46,0.3723263595834633,0.5130886258902373,False
47,0.35405002673926383,0.48132663744467274,False
48,0.3440999020041758,0.49298716915978325,False
49,0.34909327665849915,0.5103693847303037,False
50,0.3685219921128598,0.5095682431150366,False
