epoch,training_loss,validation_loss,is_new_best
1,0.6396255194107232,0.643642747843707,True
2,0.5811905091553066,0.5948224420900698,True
3,0.5551769959444256,0.5593702704818161,True
4,0.5448312550266354,0.5681510258603979,False
5,0.5631325011308482,0.5930765072504679,False
6,0.5210593588779427,0.5413556937818174,True
7,0.5178607775296779,0.5559009622644495,False
8,0.5087564105932423,0.5076718484913861,True
9,0.4787073399290184,0.4941529079719826,True
10,0.4679659954557529,0.48658034095057734,True
11,0.44954913565189164,0.5153697795338101,False
12,0.4635878775161126,0.45569425600546376,True
13,0.440728606378412,0.46656835741466945,False
14,0.45781685224158225,0.6384326131255539,False
15,0.436386631885705,0.5994218676178543,False
16,0.4300042267953385,0.4378277063369751,True
17,0.4084802002576045,0.41589642012560807,True
18,0.40397974631689876,0.45453916434888486,False
19,0.399620092810923,0.44115491266603823,False
20,0.40472402021375004,0.426097744041019,False
21,0.3803144789844579,0.4669487917864764,False
22,0.3832459493007274,0.3989568992897316,True
23,0.41350884201554206,0.5328899798569856,False
24,0.3818014273064674,0.6028292940722572,False
25,0.3988404285011953,0.5212459078541508,False
26,0.3606381018726812,0.4258342142458315,False
27,0.36631856937973484,0.423155184145327,False
28,0.3626563292018251,0.48178315383416637,False
29,0.3670590990023806,0.4313397275076972,False
30,0.3569943907632993,0.42388806740442914,False
31,0.3520223386025842,0.4232275199007105,False
32,0.3385681447266154,0.544562578201294,False
33,0.34431659555159555,0.4767648423159564,False
34,0.32128118586678034,0.4258387640670494,False
35,0.305205057949,0.4670415233682703,False
36,0.30776353599019135,0.5156578244986357,False
37,0.31057034386375737,0.4265058084770485,False
38,0.2848004478939696,0.503142672556418,False
39,0.3006161259777973,0.43773156625253185,False
40,0.30719851014242006,0.48143300303706416,False
41,0.2853304664868151,0.5226696266068352,False
42,0.2653685352016736,0.4814048718523096,False
43,0.2958862482467828,0.5131528819048846,False
44,0.2602355411976059,0.4892208796960336,False
45,0.25278438805155673,0.5255011717478434,False
46,0.2558409896975308,0.46656505046067415,False
47,0.26036999370321373,0.46015504333708024,False
48,0.2522675910781574,0.5413877478352299,False
49,0.26039065123681043,0.5426155152144255,False
50,0.2223751029527256,0.5492398142814636,False
