throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
518,00:00:19,forwards_throw,blue,no_score,00:03:41,0,0,0,0,0,0,u81,m,false
519,00:00:44,backwards_throw,blue,no_score,00:03:16,0,0,0,0,0,1,u81,m,false
520,00:01:37,forwards_throw,blue,no_score,00:02:30,0,0,0,0,0,2,u81,m,false
521,00:02:40,backwards_throw,blue,no_score,00:01:40,0,0,0,0,0,3,u81,m,false
522,00:02:45,forwards_throw,blue,no_score,00:01:35,0,0,0,0,0,4,u81,m,false
523,00:03:33,backwards_throw,blue,no_score,00:01:07,0,0,0,0,0,5,u81,m,false
524,00:04:46,forwards_throw,blue,no_score,00:00:09,1,1,0,0,0,6,u81,m,false
525,00:05:44,backwards_throw,white,no_score,00:00:29,1,1,0,0,0,7,u81,m,true
526,00:05:51,backwards_throw,white,no_score,00:00:35,1,1,0,0,1,7,u81,m,true
527,00:06:33,forwards_throw,blue,no_score,00:00:58,1,1,0,0,2,7,u81,m,true
528,00:07:02,forwards_throw,white,no_score,00:01:17,1,1,0,0,2,8,u81,m,true
529,00:07:27,forwards_throw,white,no_score,00:01:37,1,1,0,0,3,8,u81,m,true
530,00:07:28,forwards_throw,white,no_score,00:01:38,1,1,0,0,4,8,u81,m,true
531,00:07:52,forwards_throw,white,no_score,00:01:49,1,1,0,0,5,8,u81,m,true
532,00:08:17,forwards_throw,blue,no_score,00:02:01,1,2,0,0,6,8,u81,m,true
533,00:09:06,backwards_throw,blue,no_score,00:02:29,1,2,0,0,6,9,u81,m,true
534,00:09:06,backwards_throw,white,no_score,00:02:29,1,2,0,0,6,10,u81,m,true
535,00:10:57,forwards_throw,blue,no_score,00:02:43,1,2,0,0,7,10,u81,m,true
536,00:11:25,forwards_throw,blue,no_score,00:03:02,1,2,0,0,7,11,u81,m,true
537,00:12:03,backwards_throw,white,no_score,00:03:32,1,2,0,0,7,12,u81,m,true
538,00:12:09,forwards_throw,blue,no_score,00:03:37,1,2,0,0,8,12,u81,m,true
539,00:12:48,forwards_throw,white,no_score,00:03:59,2,2,0,0,8,13,u81,m,true
540,00:13:15,backwards_throw,white,no_score,00:04:20,2,2,0,0,9,13,u81,m,true
541,00:13:44,backwards_throw,white,no_score,00:04:30,2,2,0,0,10,13,u81,m,true
542,00:13:58,backwards_throw,white,no_score,00:04:36,2,2,0,0,11,13,u81,m,true
543,00:14:30,forwards_throw,white,no_score,00:04:55,2,2,0,0,12,13,u81,m,true
544,00:14:48,forwards_throw,white,no_score,00:05:04,2,2,0,0,13,13,u81,m,true
