throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
207,00:00:36,forwards_throw,white,no_score,00:03:49,0,0,0,0,0,0,u60,m,false
208,00:00:45,forwards_throw,blue,no_score,00:03:40,0,0,0,0,1,0,u60,m,false
209,00:01:26,forwards_throw,white,no_score,00:03:11,0,0,0,0,1,1,u60,m,false
210,00:01:29,forwards_throw,white,no_score,00:03:08,0,0,0,0,2,1,u60,m,false
211,00:02:00,forwards_throw,white,no_score,00:02:44,0,0,0,0,3,1,u60,m,false
212,00:02:18,forwards_throw,white,no_score,00:02:27,0,0,0,0,4,1,u60,m,false
213,00:02:49,forwards_throw,white,no_score,00:02:10,0,1,0,0,5,1,u60,m,false
214,00:03:05,forwards_throw,blue,no_score,00:01:54,0,1,0,0,6,1,u60,m,false
215,00:03:38,forwards_throw,white,no_score,00:01:34,0,1,0,0,6,2,u60,m,false
216,00:03:56,forwards_throw,blue,wazari,00:01:15,0,1,0,0,7,2,u60,m,false
217,00:04:27,forwards_throw,white,no_score,00:00:57,0,1,0,1,7,3,u60,m,false
218,00:04:57,forwards_throw,blue,wazari,00:00:35,1,1,0,1,8,3,u60,m,false
