throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
424,00:01:15,backwards_throw,white,no_score,00:03:07,1,0,0,0,0,0,over_90,m,false
425,00:01:16,forwards_throw,white,no_score,00:03:06,1,0,0,0,1,0,over_90,m,false
426,00:01:43,backwards_throw,white,no_score,00:02:49,1,0,0,0,2,0,over_90,m,false
427,00:01:45,backwards_throw,blue,no_score,00:02:47,1,0,0,0,3,0,over_90,m,false
428,00:01:54,backwards_throw,blue,no_score,00:02:38,1,0,0,0,3,1,over_90,m,false
429,00:01:55,forwards_throw,blue,no_score,00:02:36,1,0,0,0,3,2,over_90,m,false
430,00:02:23,backwards_throw,white,no_score,00:02:23,1,0,0,3,3,3,over_90,m,false
431,00:02:47,backwards_throw,blue,no_score,00:02:09,2,0,0,0,4,3,over_90,m,false
432,00:02:48,backwards_throw,white,wazari,00:02:09,2,0,0,0,4,4,over_90,m,false
433,00:03:42,backwards_throw,blue,no_score,00:01:39,2,1,1,0,5,4,over_90,m,false
434,00:03:45,backwards_throw,white,no_score,00:01:37,2,1,1,0,5,5,over_90,m,false
435,00:03:46,backwards_throw,white,wazari,00:01:35,2,1,1,0,6,5,over_90,m,false

436,00:05:24,forwards_throw,white,no_score,00:02:45,0,1,0,0,0,0,u57,f,false
437,00:05:58,forwards_throw,white,no_score,00:02:20,0,1,0,0,1,0,u57,f,false
438,00:06:39,forwards_throw,blue,no_score,00:01:35,0,1,0,0,2,0,u57,f,false
439,00:07:01,backwards_throw,white,no_score,00:01:03,1,2,0,0,2,1,u57,f,false
440,00:07:24,forwards_throw,blue,no_score,00:00:41,1,2,0,0,3,1,u57,f,false
441,00:07:47,forwards_throw,blue,no_score,00:00:10,1,2,0,0,3,2,u57,f,false
442,00:08:14,forwards_throw,white,no_score,00:00:07,1,2,0,0,3,3,u57,f,true
443,00:08:35,forwards_throw,blue,no_score,00:00:15,1,2,0,0,4,3,u57,f,true
444,00:08:45,forwards_throw,blue,no_score,00:00:29,1,2,0,0,4,4,u57,f,true
445,00:09:09,backwards_throw,white,no_score,00:00:40,2,2,0,0,4,5,u57,f,true
446,00:09:12,forwards_throw,blue,no_score,00:00:43,2,2,0,0,5,5,u57,f,true
447,00:09:39,forwards_throw,blue,no_score,00:01:03,2,2,0,0,5,6,u57,f,true
448,00:09:57,backwards_throw,white,no_score,00:01:15,2,2,0,0,5,7,u57,f,true
448,00:09:57,backwards_throw,white,wazari,00:01:15,2,2,0,0,6,7,u57,f,true

449,00:10:42,backwards_throw,white,no_score,00:03:39,0,0,0,0,0,0,u73,m,false
450,00:10:43,backwards_throw,white,ippon,00:03:39,0,0,0,0,1,0,u73,m,false

451,00:11:53,forwards_throw,blue,no_score,00:03:53,0,0,0,0,0,0,u70,f,false
452,00:12:25,forwards_throw,white,no_score,00:03:28,0,0,0,0,0,1,u70,f,false
453,00:12:26,backwards_throw,white,no_score,00:03:27,0,0,0,0,1,1,u70,f,false
454,00:13:26,backwards_throw,white,no_score,00:03:01,0,0,0,0,2,1,u70,f,false
455,00:13:49,backwards_throw,white,no_score,00:02:44,0,0,0,0,3,1,u70,f,false
456,00:14:07,forwards_throw,blue,no_score,00:02:31,0,0,0,0,4,1,u70,f,false
457,00:14:43,backwards_throw,blue,no_score,00:02:06,0,0,0,0,4,2,u70,f,false
458,00:15:21,forwards_throw,white,no_score,00:01:42,0,1,0,0,4,3,u70,f,false
459,00:15:45,forwards_throw,blue,no_score,00:01:26,0,1,0,0,5,3,u70,f,false
460,00:15:52,forwards_throw,blue,no_score,00:01:19,0,1,0,0,5,4,u70,f,false
461,00:16:04,forwards_throw,blue,no_score,00:00:53,0,1,0,0,5,5,u70,f,false
462,00:16:44,forwards_throw,blue,no_score,00:00:23,2,2,0,0,5,6,u70,f,true
463,00:16:46,forwards_throw,white,no_score,00:00:25,2,2,0,0,5,7,u70,f,true
464,00:17:05,forwards_throw,white,no_score,00:00:44,2,2,0,0,6,7,u70,f,true
465,00:17:10,forwards_throw,white,no_score,00:00:49,2,2,0,0,7,7,u70,f,true
466,00:17:12,forwards_throw,white,no_score,00:00:51,2,2,0,0,8,7,u70,f,true
467,00:17:29,forwards_throw,blue,no_score,00:00:59,2,2,0,0,9,7,u70,f,true
468,00:17:40,forwards_throw,blue,no_score,00:01:34,2,2,0,0,9,8,u70,f,true
469,00:17:58,forwards_throw,white,no_score,00:01:46,2,2,0,0,9,9,u70,f,true

470,00:19:25,forwards_throw,white,wazari,00:03:50,0,0,0,0,0,0,u90,m,false
471,00:20:03,forwards_throw,blue,no_score,00:03:21,0,0,1,0,1,0,u90,m,false
472,00:21:02,forwards_throw,white,no_score,00:02:43,0,0,1,0,1,1,u90,m,false
473,00:21:46,backwards_throw,white,no_score,00:02:20,1,0,1,0,2,1,u90,m,false
474,00:22:23,backwards_throw,white,no_score,00:01:50,1,0,1,0,3,1,u90,m,false
475,00:23:19,backwards_throw,blue,no_score,00:01:13,2,0,1,0,4,1,u90,m,false
476,00:23:22,forwards_throw,blue,no_score,00:01:11,2,0,1,0,4,2,u90,m,false
477,00:24:05,backwards_throw,white,no_score,00:01:02,2,0,1,0,4,3,u90,m,false
478,00:24:31,forwards_throw,blue,no_score,00:00:41,2,0,1,0,5,3,u90,m,false
479,00:25:08,forwards_throw,white,wazari,00:00:22,2,0,1,0,5,4,u90,m,false
