throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
589,00:01:19,forwards_throw,blue,no_score,00:02:55,0,0,0,0,0,0,over_70,f,false
590,00:01:43,backwards_throw,blue,no_score,00:02:43,0,0,0,0,0,1,over_70,f,false
591,00:02:19,forwards_throw,blue,no_score,00:02:16,1,0,0,0,0,2,over_70,f,false
592,00:03:01,forwards_throw,blue,no_score,00:01:50,1,0,0,0,0,3,over_70,f,false
593,00:03:30,backwards_throw,blue,no_score,00:01:28,1,0,0,0,0,4,over_70,f,false
594,00:04:44,forwards_throw,white,no_score,00:00:58,1,0,0,0,0,5,over_70,f,false
595,00:05:24,forwards_throw,white,no_score,00:00:24,1,0,0,0,1,5,over_70,f,false
596,00:05:36,forwards_throw,white,no_score,00:00:12,1,0,0,0,2,5,over_70,f,false
597,00:06:29,forwards_throw,blue,no_score,00:00:19,1,0,0,0,3,5,over_70,f,true
598,00:07:02,forwards_throw,blue,no_score,00:00:40,1,0,0,0,3,6,over_70,f,true
599,00:08:08,forwards_throw,blue,no_score,00:01:30,2,0,0,0,3,7,over_70,f,true
600,00:08:53,backwards_throw,white,no_score,00:01:53,2,0,0,0,3,8,over_70,f,true
601,00:08:54,forwards_throw,blue,no_score,00:01:55,2,0,0,0,4,8,over_70,f,true
602,00:09:38,backwards_throw,blue,no_score,00:02:24,2,0,0,0,4,9,over_70,f,true
603,00:09:44,forwards_throw,white,no_score,00:02:30,2,0,0,0,4,10,over_70,f,true
604,00:10:15,forwards_throw,blue,no_score,00:02:51,2,0,0,0,5,10,over_70,f,true
605,00:10:53,backwards_throw,blue,no_score,00:03:13,2,0,0,0,5,11,over_70,f,true
606,00:11:13,backwards_throw,blue,no_score,00:03:28,2,0,0,0,5,12,over_70,f,true
607,00:11:15,forwards_throw,white,no_score,00:03:30,2,0,0,0,5,13,over_70,f,true
608,00:11:43,forwards_throw,blue,no_score,00:03:45,2,0,0,0,6,13,over_70,f,true
609,00:11:46,backwards_throw,blue,no_score,00:03:47,2,0,0,0,6,14,over_70,f,true

610,00:13:01,forwards_throw,blue,no_score,00:03:25,0,0,0,0,0,0,over_90,m,false
611,00:13:52,forwards_throw,blue,no_score,00:02:42,0,1,0,0,0,1,over_90,m,false
612,00:14:25,backwards_throw,blue,no_score,00:02:17,0,1,0,0,0,2,over_90,m,false
613,00:15:44,backwards_throw,white,no_score,00:01:15,2,2,0,0,0,3,over_90,m,false
614,00:16:11,forwards_throw,white,no_score,00:00:54,2,2,0,0,1,3,over_90,m,false
615,00:17:30,backwards_throw,blue,no_score,00:00:05,2,2,0,0,2,3,over_90,m,true
616,00:17:33,forwards_throw,blue,no_score,00:00:08,2,2,0,0,2,4,over_90,m,true
617,00:17:35,backwards_throw,white,no_score,00:00:10,2,2,0,0,2,5,over_90,m,true
618,00:18:00,backwards_throw,blue,no_score,00:00:27,2,2,0,0,3,5,over_90,m,true
619,00:18:02,forwards_throw,white,no_score,00:00:29,2,2,0,0,3,6,over_90,m,true

620,00:19:28,forwards_throw,blue,no_score,00:03:52,0,0,0,0,0,0,u57,f,false
621,00:20:39,forwards_throw,blue,no_score,00:02:54,0,0,0,0,0,1,u57,f,false
622,00:20:57,forwards_throw,white,no_score,00:02:44,0,0,0,0,0,2,u57,f,false
623,00:21:56,forwards_throw,blue,no_score,00:02:04,0,0,0,0,1,2,u57,f,false
624,00:22:46,forwards_throw,white,no_score,00:01:24,1,1,0,0,1,3,u57,f,false
625,00:23:30,backwards_throw,white,no_score,00:00:49,1,1,0,0,2,3,u57,f,false
626,00:23:34,backwards_throw,blue,no_score,00:00:45,1,1,0,0,3,3,u57,f,false
627,00:23:36,forwards_throw,blue,no_score,00:00:43,1,1,0,0,3,4,u57,f,false
628,00:24:16,forwards_throw,white,no_score,00:00:12,1,1,0,0,3,5,u57,f,false
629,00:25:10,forwards_throw,white,no_score,00:00:27,2,2,0,0,4,5,u57,f,true
630,00:25:40,forwards_throw,white,no_score,00:00:50,2,2,0,0,5,5,u57,f,true
631,00:25:56,forwards_throw,white,no_score,00:01:01,2,2,0,0,6,5,u57,f,true
632,00:26:20,forwards_throw,white,no_score,00:01:20,2,2,0,0,7,5,u57,f,true
633,00:26:35,forwards_throw,white,no_score,00:01:28,2,2,0,0,8,5,u57,f,true

634,00:27:33,forwards_throw,blue,no_score,00:03:50,0,0,0,0,0,0,u73,m,false
635,00:28:07,forwards_throw,white,no_score,00:03:22,0,0,0,0,0,1,u73,m,false
636,00:28:20,forwards_throw,blue,no_score,00:03:15,0,0,0,0,1,1,u73,m,false
637,00:28:58,forwards_throw,blue,no_score,00:02:43,0,0,0,0,1,2,u73,m,false
638,00:29:12,forwards_throw,white,no_score,00:02:37,0,1,0,0,1,3,u73,m,false
639,00:29:33,forwards_throw,blue,no_score,00:02:16,0,1,0,0,2,3,u73,m,false
640,00:29:59,forwards_throw,blue,no_score,00:02:00,0,1,0,0,2,4,u73,m,false
641,00:30:50,forwards_throw,blue,no_score,00:01:22,0,1,0,0,2,5,u73,m,false
642,00:31:17,forwards_throw,white,no_score,00:01:08,1,2,0,0,2,6,u73,m,false
643,00:31:40,forwards_throw,blue,no_score,00:00:52,1,2,0,0,3,6,u73,m,false
644,00:31:51,forwards_throw,blue,no_score,00:00:45,1,2,0,0,3,7,u73,m,false
645,00:32:16,forwards_throw,blue,no_score,00:00:27,1,2,0,0,3,8,u73,m,false
646,00:32:30,forwards_throw,blue,no_score,00:00:18,1,2,0,0,3,9,u73,m,false
647,00:32:52,forwards_throw,blue,no_score,00:00:05,2,2,0,0,3,10,u73,m,false
648,00:32:28,forwards_throw,blue,no_score,00:00:17,2,2,0,0,3,11,u73,m,true
649,00:33:39,forwards_throw,blue,no_score,00:00:25,2,2,0,0,3,12,u73,m,true
650,00:33:53,forwards_throw,white,no_score,00:00:33,2,2,0,0,3,13,u73,m,true
651,00:34:29,forwards_throw,white,no_score,00:01:01,2,2,0,0,4,13,u73,m,true
652,00:34:32,forwards_throw,white,no_score,00:01:04,2,2,0,0,5,13,u73,m,true
653,00:34:52,forwards_throw,blue,no_score,00:01:12,2,2,0,0,6,13,u73,m,true
654,00:35:04,forwards_throw,blue,no_score,00:01:17,2,2,0,0,6,14,u73,m,true

655,00:36:18,forwards_throw,blue,no_score,00:03:53,0,0,0,0,0,0,u70,f,false
656,00:36:20,forwards_throw,blue,no_score,00:03:51,0,0,0,0,0,1,u70,f,false
657,00:36:27,forwards_throw,white,no_score,00:03:44,0,0,0,0,0,2,u70,f,false
658,00:36:53,forwards_throw,blue,no_score,00:03:23,0,0,0,0,1,2,u70,f,false
659,00:37:33,backwards_throw,blue,no_score,00:02:49,0,1,0,0,1,3,u70,f,false
660,00:38:08,forwards_throw,blue,no_score,00:02:25,1,1,0,0,1,4,u70,f,false
661,00:39:35,forwards_throw,white,no_score,00:01:11,1,1,0,0,1,5,u70,f,false
662,00:40:05,forwards_throw,blue,no_score,00:00:48,1,2,0,0,2,5,u70,f,false
663,00:40:30,forwards_throw,white,no_score,00:00:30,1,2,0,0,2,6,u70,f,false
664,00:40:33,forwards_throw,white,no_score,00:00:27,1,2,0,0,3,6,u70,f,false
665,00:41:02,forwards_throw,white,no_score,00:00:08,1,2,0,0,4,6,u70,f,false
666,00:41:23,backwards_throw,blue,no_score,00:00:00,1,2,0,0,5,6,u70,f,false
667,00:41:41,forwards_throw,blue,no_score,00:00:09,1,2,0,0,5,7,u70,f,true
