throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
902,00:01:22,forwards_throw,white,no_score,00:03:31,0,0,0,0,0,0,over_70,f,false
903,00:01:43,forwards_throw,white,no_score,00:03:18,0,0,0,0,1,0,over_70,f,false
904,00:02:52,backwards_throw,white,no_score,00:02:23,0,0,0,0,2,0,over_70,f,false
905,00:02:57,backwards_throw,blue,no_score,00:02:18,0,0,0,0,3,0,over_70,f,false
906,00:02:58,forwards_throw,white,ippon,00:02:17,0,0,0,0,3,1,over_70,f,false

907,00:04:14,forwards_throw,white,no_score,00:03:33,0,0,0,0,0,0,over_90,m,false
908,00:05:37,forwards_throw,blue,no_score,00:02:19,0,0,0,0,1,0,over_90,m,false
909,00:06:23,forwards_throw,white,no_score,00:01:46,0,0,0,0,1,1,over_90,m,false
910,00:06:52,forwards_throw,white,no_score,00:01:30,0,0,0,0,2,1,over_90,m,false
911,00:08:03,backwards_throw,white,no_score,00:00:36,0,0,0,0,3,1,over_90,m,false
912,00:08:04,backwards_throw,blue,ippon,00:00:35,0,0,0,0,4,1,over_90,m,false

913,00:11:04,forwards_throw,white,wazari,00:02:45,1,0,0,0,0,0,u57,f,false
914,00:11:52,forwards_throw,white,no_score,00:02:19,1,0,1,0,1,0,u57,f,false
915,00:12:20,forwards_throw,white,no_score,00:01:58,1,0,1,0,2,0,u57,f,false
916,00:13:03,forwards_throw,white,no_score,00:01:31,2,0,1,0,3,0,u57,f,false
917,00:13:15,forwards_throw,blue,ippon,00:01:25,2,0,1,0,4,0,u57,f,false
 
918,00:14:30,forwards_throw,blue,no_score,00:03:35,1,0,0,0,0,0,u73,m,false
919,00:15:16,forwards_throw,white,no_score,00:02:56,1,0,0,0,0,1,u73,m,false
920,00:15:51,forwards_throw,white,no_score,00:02:32,1,0,0,0,1,1,u73,m,false
921,00:16:18,backwards_throw,blue,no_score,00:02:16,1,0,0,0,2,1,u73,m,false
922,00:16:21,forwards_throw,blue,no_score,00:02:13,1,0,0,0,2,2,u73,m,false
923,00:16:51,forwards_throw,white,no_score,00:01:57,1,0,0,0,2,3,u73,m,false
924,00:17:08,backwards_throw,white,no_score,00:01:46,1,0,0,0,3,3,u73,m,false
925,00:18:09,forwards_throw,white,no_score,00:01:19,1,0,0,0,4,3,u73,m,false
926,00:19:29,forwards_throw,white,no_score,00:00:30,1,0,0,0,5,3,u73,m,false

927,00:22:49,forwards_throw,white,no_score,00:02:31,1,1,0,0,0,0,u70,f,false
928,00:22:59,forwards_throw,white,no_score,00:02:21,1,1,0,0,1,0,u70,f,false
929,00:23:58,forwards_throw,white,no_score,00:01:32,1,1,0,0,2,0,u70,f,false
930,00:24:46,forwards_throw,blue,no_score,00:01:02,1,2,0,0,3,0,u70,f,false
931,00:25:51,forwards_throw,blue,no_score,00:00:13,1,2,0,0,3,1,u70,f,false
932,00:27:11,forwards_throw,white,no_score,00:00:10,1,2,0,0,3,2,u70,f,true
933,00:27:38,forwards_throw,white,no_score,00:00:26,1,2,0,0,4,2,u70,f,true
934,00:28:08,forwards_throw,blue,no_score,00:00:46,1,2,0,0,5,2,u70,f,true
935,00:28:16,forwards_throw,white,no_score,00:00:55,1,2,0,0,5,3,u70,f,true
936,00:28:54,forwards_throw,blue,no_score,00:01:10,1,2,0,0,6,3,u70,f,true
937,00:28:59,forwards_throw,blue,no_score,00:01:15,1,2,0,0,6,4,u70,f,true
938,00:28:59,forwards_throw,white,ippon,00:01:15,1,2,0,0,6,5,u70,f,true

939,00:30:04,forwards_throw,white,no_score,00:03:50,0,0,0,0,0,0,u90,m,false
940,00:32:06,forwards_throw,blue,no_score,00:02:19,1,2,0,0,1,0,u90,m,false
941,00:32:10,backwards_throw,white,wazari,00:02:16,1,2,0,0,1,1,u90,m,false
942,00:33:34,forwards_throw,white,no_score,00:01:15,1,2,1,0,2,1,u90,m,false
943,00:33:58,backwards_throw,white,no_score,00:00:55,1,2,1,0,3,1,u90,m,false
944,00:33:58,forwards_throw,blue,ippon,00:00:55,1,2,1,0,4,1,u90,m,false
