throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
983,00:00:14,forwards_throw,blue,no_score,00:04:51,0,0,0,0,0,0,u73,m,false
984,00:00:59,forwards_throw,blue,no_score,00:04:14,0,1,0,0,0,1,u73,m,false
985,00:01:23,forwards_throw,white,no_score,00:03:56,0,1,0,0,0,2,u73,m,false
986,00:01:43,backwards_throw,blue,no_score,00:03:46,0,1,0,0,1,2,u73,m,false
987,00:02:03,backwards_throw,white,no_score,00:03:29,0,1,0,0,1,3,u73,m,false
988,00:02:04,backwards_throw,white,wazari,00:03:28,0,1,0,0,2,3,u73,m,false
989,00:02:56,forwards_throw,white,no_score,00:02:47,0,1,1,0,3,3,u73,m,false
990,00:03:37,backwards_throw,white,no_score,00:02:15,0,1,1,0,4,3,u73,m,false
991,00:03:55,forwards_throw,blue,no_score,00:01:57,0,1,1,0,5,3,u73,m,false
992,00:04:49,forwards_throw,blue,no_score,00:01:19,0,1,1,0,5,4,u73,m,false
993,00:05:17,backwards_throw,white,no_score,00:00:58,0,1,1,0,5,5,u73,m,false
994,00:05:37,forwards_throw,white,no_score,00:00:38,0,1,1,0,6,5,u73,m,false
995,00:06:17,forwards_throw,white,no_score,00:00:18,1,1,1,0,7,5,u73,m,false
996,00:06:48,forwards_throw,blue,no_score,00:00:02,1,2,1,0,8,5,u73,m,false
