throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
312,00:00:32,forwards_throw,blue,no_score,00:03:42,0,0,0,0,0,0,u60,m,false
313,00:01:11,forwards_throw,blue,no_score,00:03:12,0,0,0,0,0,1,u60,m,false
314,00:01:43,forwards_throw,blue,no_score,00:02:48,0,0,0,0,0,2,u60,m,false
315,00:02:11,forwards_throw,blue,no_score,00:02:31,1,0,0,0,0,3,u60,m,false
316,00:02:37,forwards_throw,blue,no_score,00:02:15,1,1,0,0,0,4,u60,m,false
317,00:03:07,backwards_throw,blue,no_score,00:01:55,1,1,0,0,0,5,u60,m,false
318,00:03:41,forwards_throw,blue,no_score,00:01:29,1,2,0,0,0,6,u60,m,false
319,00:04:07,forwards_throw,white,no_score,00:01:11,1,2,0,0,0,7,u60,m,false
320,00:04:37,forwards_throw,blue,no_score,00:00:46,1,2,0,0,1,7,u60,m,false
321,00:05:53,backwards_throw,white,no_score,00:00:27,1,2,0,0,1,8,u60,m,false
322,00:06:12,forwards_throw,blue,no_score,00:00:13,1,2,0,0,2,8,u60,m,false
333,00:06:46,backwards_throw,blue,no_score,00:00:08,1,2,0,0,2,9,u60,m,true
334,00:07:15,backwards_throw,white,no_score,00:00:29,1,2,0,0,2,10,u60,m,true
335,00:07:22,forwards_throw,blue,no_score,00:00:35,1,2,0,0,3,10,u60,m,true
336,00:07:50,forwards_throw,blue,wazari,00:00:55,1,2,0,0,3,11,u60,m,true

337,00:08:51,forwards_throw,white,no_score,00:03:43,0,0,0,0,0,0,u60,m,false
338,00:09:10,forwards_throw,blue,no_score,00:03:30,0,0,0,0,1,0,u60,m,false
339,00:09:39,forwards_throw,white,wazari,00:03:07,0,0,0,0,1,1,u60,m,false
340,00:10:12,forwards_throw,blue,no_score,00:02:50,0,0,1,0,2,1,u60,m,false
341,00:11:14,forwards_throw,blue,no_score,00:02:06,0,0,1,0,2,2,u60,m,false
342,00:11:34,forwards_throw,blue,no_score,00:01:54,0,0,1,0,2,3,u60,m,false
343,00:12:37,forwards_throw,blue,no_score,00:01:07,0,0,1,0,2,4,u60,m,false
344,00:12:41,forwards_throw,white,wazari,00:01:03,0,0,1,0,2,5,u60,m,false

345,00:15:59,forwards_throw,blue,no_score,00:03:39,0,0,0,0,0,0,u60,m,false
346,00:16:13,forwards_throw,white,no_score,00:03:31,0,0,0,0,0,1,u60,m,false
347,00:16:42,forwards_throw,blue,no_score,00:03:09,0,0,0,0,1,1,u60,m,false
348,00:17:09,forwards_throw,white,no_score,00:02:48,0,0,0,0,1,2,u60,m,false
