throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
545,00:01:48,forwards_throw,white,no_score,00:03:05,1,1,0,0,0,0,u57,f,false
546,00:02:13,forwards_throw,white,no_score,00:02:46,1,1,0,0,1,0,u57,f,false
547,00:02:37,forwards_throw,white,no_score,00:02:28,1,1,0,0,2,0,u57,f,false
548,00:05:03,forwards_throw,blue,no_score,00:01:11,1,1,0,0,3,0,u57,f,false
549,00:05:35,forwards_throw,white,no_score,00:00:50,1,1,0,0,3,1,u57,f,false
550,00:06:16,backwards_throw,blue,no_score,00:00:24,1,1,0,0,4,1,u57,f,false
551,00:06:28,backwards_throw,blue,no_score,00:00:13,1,1,0,0,4,2,u57,f,false
552,00:07:07,forwards_throw,white,no_score,00:00:11,1,1,0,0,4,3,u57,f,true
553,00:07:27,forwards_throw,white,no_score,00:00:29,1,1,0,0,5,3,u57,f,true
554,00:07:48,backwards_throw,white,no_score,00:00:42,1,1,0,0,6,3,u57,f,true
555,00:08:06,backwards_throw,blue,no_score,00:00:57,1,1,0,0,7,3,u57,f,true
556,00:08:30,forwards_throw,white,no_score,00:01:11,1,1,0,0,7,4,u57,f,true
557,00:09:01,backwards_throw,white,no_score,00:01:30,1,1,0,0,8,4,u57,f,true
558,00:10:09,forwards_throw,blue,no_score,00:02:07,1,2,0,0,9,4,u57,f,true
559,00:10:38,forwards_throw,white,no_score,00:02:24,1,2,0,0,9,5,u57,f,true
560,00:10:58,forwards_throw,white,no_score,00:02:33,1,2,0,0,10,5,u57,f,true
561,00:11:29,forwards_throw,white,no_score,00:02:51,1,2,0,0,11,5,u57,f,true
562,00:11:32,backwards_throw,blue,wazari,00:02:54,1,2,0,0,12,5,u57,f,true

563,00:12:49,forwards_throw,blue,no_score,00:02:57,0,0,0,0,0,0,u73,m,false
564,00:15:28,backwards_throw,white,yuko,00:01:17,1,2,0,0,0,1,u73,m,false
565,00:16:22,forwards_throw,blue,no_score,00:00:42,1,2,0,0,1,1,u73,m,false

566,00:18:18,forwards_throw,blue,no_score,00:03:39,1,2,0,0,0,0,u70,f,false

567,00:20:43,backwards_throw,white,no_score,00:03:12,0,0,0,0,0,0,u90,m,false
568,00:22:38,forwards_throw,white,no_score,00:01:32,1,1,0,0,1,0,u90,m,false
569,00:23:17,backwards_throw,white,no_score,00:01:05,1,1,0,0,2,0,u90,m,false
570,00:24:17,forwards_throw,white,no_score,00:00:26,2,2,0,0,3,0,u90,m,false
571,00:24:39,forwards_throw,white,no_score,00:00:03,2,2,0,0,4,0,u90,m,false
572,00:25:06,forwards_throw,white,no_score,00:00:13,2,2,0,0,5,0,u90,m,true
573,00:25:27,backwards_throw,white,wazari,00:00:30,2,2,0,0,6,0,u90,m,true

574,00:27:19,backwards_throw,white,no_score,00:03:16,0,0,0,0,0,0,over_70,f,false
575,00:27:57,forwards_throw,white,no_score,00:02:47,0,0,0,0,1,0,over_70,f,false
576,00:29:09,forwards_throw,white,no_score,00:02:04,0,0,0,0,2,0,over_70,f,false
577,00:29:54,forwards_throw,white,no_score,00:01:31,0,0,0,0,3,0,over_70,f,false
578,00:30:25,forwards_throw,blue,no_score,00:01:09,0,1,0,0,4,0,over_70,f,false
579,00:31:05,forwards_throw,blue,no_score,00:00:46,0,1,0,0,4,1,over_70,f,false
580,00:31:44,forwards_throw,white,no_score,00:00:33,0,1,0,0,4,2,over_70,f,false
581,00:32:20,forwards_throw,white,yuko,00:00:11,0,1,0,0,5,2,over_70,f,false

582,00:33:43,forwards_throw,white,no_score,00:03:31,0,0,0,0,0,0,over_90,m,false
583,00:34:42,backwards_throw,blue,yuko,00:02:50,0,0,0,0,1,0,over_90,m,false
584,00:35:23,backwards_throw,white,no_score,00:02:29,0,0,0,0,1,1,over_90,m,false
585,00:35:23,backwards_throw,blue,yuko,00:02:29,0,0,0,0,2,1,over_90,m,false
586,00:36:50,backwards_throw,white,no_score,00:01:22,0,0,0,0,2,2,over_90,m,false
587,00:36:54,forwards_throw,white,no_score,00:01:18,0,0,0,0,3,2,over_90,m,false
588,00:38:17,backwards_throw,white,no_score,00:00:21,0,0,0,0,4,2,over_90,m,false
