throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
51,00:01:08,forwards_throw,blue,ippon,00:03:42,0,0,0,0,0,0,u73,m,false

52,00:04:14,forwards_throw,blue,no_score,00:02:52,0,0,0,0,0,0,u70,f,false
53,00:04:52,forwards_throw,blue,no_score,00:02:21,0,0,0,0,0,1,u70,f,false
54,00:05:19,forwards_throw,white,no_score,00:02:02,1,0,0,0,0,2,u70,f,false
55,00:05:26,forwards_throw,white,no_score,00:01:56,1,0,0,0,1,2,u70,f,false
56,00:06:00,forwards_throw,white,no_score,00:01:28,1,0,0,0,2,2,u70,f,false
57,00:06:30,forwards_throw,blue,no_score,00:01:06,1,0,0,0,3,2,u70,f,false
58,00:07:30,forwards_throw,white,no_score,00:00:21,1,1,0,0,3,3,u70,f,false
59,00:07:38,forwards_throw,blue,no_score,00:00:13,1,1,0,0,4,3,u70,f,false
60,00:08:19,forwards_throw,white,no_score,00:00:15,1,1,0,0,4,4,u70,f,true
61,00:08:37,backwards_throw,white,no_score,00:00:25,1,1,0,0,5,4,u70,f,true

62,00:11:08,backwards_throw,blue,no_score,00:03:41,0,0,0,0,0,0,u90,m,false
63,00:11:18,forwards_throw,blue,no_score,00:03:31,0,0,0,0,0,1,u90,m,false
64,00:11:49,forwards_throw,white,no_score,00:03:10,0,0,0,0,0,2,u90,m,false
65,00:12:00,forwards_throw,white,no_score,00:02:59,0,0,0,0,1,2,u90,m,false
66,00:12:06,forwards_throw,white,no_score,00:02:52,0,0,0,0,2,2,u90,m,false
67,00:12:37,backwards_throw,white,no_score,00:02:30,0,0,0,0,3,2,u90,m,false
68,00:13:11,backwards_throw,blue,no_score,00:02:15,0,1,0,0,4,2,u90,m,false
69,00:13:13,forwards_throw,white,no_score,00:02:13,0,1,0,0,4,3,u90,m,false
70,00:13:49,forwards_throw,blue,no_score,00:01:44,0,1,0,0,5,3,u90,m,false
71,00:14:14,forwards_throw,white,no_score,00:01:28,0,1,0,0,5,4,u90,m,false
72,00:14:15,forwards_throw,white,no_score,00:01:27,0,1,0,0,6,4,u90,m,false
73,00:14:16,forwards_throw,blue,no_score,00:01:26:,0,1,0,0,7,4,u90,m,false
74,00:14:40,forwards_throw,white,no_score,00:01:09,0,1,0,0,7,5,u90,m,false
75,00:15:09,backwards_throw,blue,no_score,00:00:55,0,2,0,0,8,5,u90,m,false
76,00:15:32,backwards_throw,blue,no_score,00:00:39,0,2,0,0,8,6,u90,m,false
77,00:15:55,backwards_throw,white,no_score,00:00:24,0,2,0,0,8,7,u90,m,false
78,00:15:56,forwards_throw,blue,no_score,00:00:23,0,2,0,0,9,7,u90,m,false
79,00:16:50,forwards_throw,white,no_score,00:00:08,1,2,0,0,9,8,u90,m,true
80,00:17:09,forwards_throw,white,no_score,00:00:17,1,2,0,0,10,8,u90,m,true
81,00:17:56,backwards_throw,blue,no_score,00:00:51,2,2,0,0,11,8,u90,m,true
82,00:18:33,forwards_throw,white,wazari,00:01:06,2,2,0,0,11,9,u90,m,true

83,00:20:53,forwards_throw,blue,no_score,00:03:34,0,0,0,0,0,0,over_70,f,false
84,00:21:48,forwards_throw,white,no_score,00:02:48,0,0,0,0,0,1,over_70,f,false
85,00:22:37,forwards_throw,white,no_score,00:02:17,0,0,0,0,1,1,over_70,f,false
86,00:22:39,backwards_throw,blue,no_score,00:02:15,0,0,0,0,2,1,over_70,f,false
87,00:23:22,forwards_throw,blue,no_score,00:01:41,0,0,0,0,2,2,over_70,f,false
88,00:24:36,forwards_throw,white,no_score,00:00:50,2,1,0,0,2,3,over_70,f,false
89,00:24:37,forwards_throw,white,no_score,00:00:48,2,1,0,0,3,3,over_70,f,false
90,00:24:39,backwards_throw,white,no_score,00:00:47,2,1,0,0,4,3,over_70,f,false
91,00:24:41,backwards_throw,white,no_score,00:00:44,2,1,0,0,5,3,over_70,f,false
92,00:25:18,forwards_throw,white,no_score,00:00:20,2,1,0,0,6,3,over_70,f,false
92,00:25:20,forwards_throw,white,no_score,00:00:18,2,1,0,0,7,3,over_70,f,false
93,00:26:17,forwards_throw,blue,no_score,00:00:14,2,1,0,0,8,3,over_70,f,true
94,00:26:56,backwards_throw,blue,no_score,00:00:43,2,1,0,0,8,4,over_70,f,true
95,00:26:58,backwards_throw,white,no_score,00:00:45,2,1,0,0,8,5,over_70,f,true
96,00:27:38,backwards_throw,blue,no_score,00:01:07,2,1,0,0,9,5,over_70,f,true
97,00:27:41,forwards_throw,blue,no_score,00:01:10,2,1,0,0,9,6,over_70,f,true
98,00:29:09,backwards_throw,blue,no_score,00:02:03,2,1,0,0,9,7,over_70,f,true
99,00:29:39,forwards_throw,blue,no_score,00:02:17,2,1,0,0,9,8,over_70,f,true

100,00:32:30,backwards_throw,white,no_score,00:03:21,0,1,0,0,0,0,over_90,m,false
101,00:32:31,forwards_throw,blue,no_score,00:03:19,0,1,0,0,1,0,over_90,m,false
102,00:33:05,forwards_throw,white,no_score,00:02:56,0,1,0,0,1,1,over_90,m,false
103,00:34:04,forwards_throw,white,no_score,00:02:17,0,2,0,0,2,1,over_70,m,false

104,00:36:10,backwards_throw,blue,no_score,00:03:53,0,0,0,0,0,0,u57,f,false
105,00:36:16,forwards_throw,blue,no_score,00:03:47,0,0,0,0,0,1,u57,f,false
106,00:36:21,forwards_throw,blue,wazari,00:03:42,0,0,0,0,0,2,u57,f,false
107,00:37:32,forwards_throw,blue,no_score,00:02:29,0,0,0,1,0,3,u57,f,false
108,00:37:38,forwards_throw,blue,no_score,00:02:33,0,0,0,1,0,4,u57,f,false
109,00:38:07,backwards_throw,blue,no_score,00:02:04,0,0,0,1,0,5,u57,f,false
110,00:38:14,forwards_throw,blue,no_score,00:01:57,0,0,0,1,0,6,u57,f,false
