throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
854,00:02:32,backwards_throw,white,no_score,00:02:43,0,1,0,0,0,0,u57,f,false
855,00:03:34,backwards_throw,white,no_score,00:01:59,1,2,0,0,1,0,u57,f,false
856,00:03:41,forwards_throw,white,no_score,00:01:53,1,2,0,0,2,0,u57,f,false
857,00:04:14,forwards_throw,white,no_score,00:01:34,1,2,0,0,3,0,u57,f,false
858,00:04:41,forwards_throw,white,no_score,00:01:20,1,2,0,0,4,0,u57,f,false
859,00:04:46,forwards_throw,blue,no_score,00:01:15,1,2,0,0,5,0,u57,f,false
860,00:04:49,backwards_throw,blue,no_score,00:01:12,1,2,0,0,5,1,u57,f,false
861,00:05:08,forwards_throw,white,no_score,00:01:03,1,2,0,0,5,2,u57,f,false
862,00:05:37,backwards_throw,white,no_score,00:00:44,1,2,0,0,6,2,u57,f,false
863,00:06:08,forwards_throw,white,no_score,00:00:25,1,2,0,0,7,2,u57,f,false
864,00:06:30,forwards_throw,white,no_score,00:00:11,1,2,0,0,8,2,u57,f,false
865,00:07:16,forwards_throw,white,no_score,00:00:16,1,2,0,0,9,2,u57,f,true
866,00:07:45,forwards_throw,white,no_score,00:00:32,1,2,0,0,10,2,u57,f,true

867,00:09:23,forwards_throw,blue,no_score,00:03:39,0,0,0,0,0,0,u73,m,false
868,00:10:50,forwards_throw,blue,no_score,00:02:27,0,0,0,0,0,1,u73,m,false
869,00:12:10,forwards_throw,blue,no_score,00:01:19,1,1,0,0,0,2,u73,m,false
870,00:13:02,forwards_throw,white,no_score,00:00:37,1,1,0,0,0,3,u73,m,false
871,00:13:43,forwards_throw,white,no_score,00:00:15,2,1,0,0,1,3,u73,m,false
872,00:14:50,forwards_throw,white,no_score,00:00:35,2,1,0,0,2,3,u73,m,true
873,00:15:00,forwards_throw,white,no_score,00:00:45,2,1,0,0,3,3,u73,m,true
874,00:15:46,forwards_throw,white,no_score,00:01:04,2,1,0,0,4,3,u73,m,true
875,00:16:43,forwards_throw,blue,no_score,00:01:44,2,1,0,0,5,3,u73,m,true
876,00:17:17,backwards_throw,white,no_score,00:02:08,2,1,0,0,5,4,u73,m,true
877,00:18:03,forwards_throw,blue,no_score,00:02:36,2,1,0,0,6,4,u73,m,true
878,00:18:25,forwards_throw,blue,no_score,00:02:53,0,0,0,0,0,0,u73,m,true

879,00:19:52,forwards_throw,white,no_score,00:03:51,0,0,0,0,0,0,u70,f,false
880,00:19:52,backwards_throw,blue,no_score,00:03:50,0,0,0,0,1,0,u70,f,false
881,00:20:35,forwards_throw,blue,no_score,00:03:19,0,0,0,0,1,1,u70,f,false
882,00:20:35,backwards_throw,white,wazari,00:03:18,0,0,0,0,1,2,u70,f,false
883,00:21:36,backwards_throw,blue,no_score,00:02:28,0,0,1,0,2,2,u70,f,false
884,00:21:39,backwards_throw,blue,yuko,00:02:25,0,0,1,0,2,3,u70,f,false
885,00:22:21,backwards_throw,blue,yuko,00:02:04,0,0,1,0,2,4,u70,f,false

886,00:24:14,forwards_throw,white,no_score,00:03:44,0,0,0,0,0,0,u90,m,false
887,00:25:06,forwards_throw,white,no_score,00:03:04,0,0,0,0,1,0,u90,m,false
888,00:25:09,forwards_throw,white,no_score,00:03:01,0,0,0,0,2,0,u90,m,false
889,00:25:14,forwards_throw,white,no_score,00:02:55,0,0,0,0,3,0,u90,m,false
890,00:25:45,backwards_throw,white,no_score,00:02:37,0,1,0,0,4,0,u90,m,false
891,00:25:46,forwards_throw,white,no_score,00:02:36,0,1,0,0,5,0,u90,m,false
892,00:26:17,forwards_throw,white,wazari,00:02:20,0,1,0,0,6,0,u90,m,false
893,00:26:46,forwards_throw,white,no_score,00:02:06,0,1,1,0,7,0,u90,m,false
894,00:27:11,forwards_throw,white,no_score,00:01:55,0,1,1,0,8,0,u90,m,false
895,00:28:42,backwards_throw,white,no_score,00:01:19,2,1,1,0,9,0,u90,m,false
896,00:28:49,forwards_throw,white,no_score,00:01:13,2,1,1,0,10,0,u90,m,false
897,00:29:40,forwards_throw,white,no_score,00:00:43,2,1,1,0,11,0,u90,m,false
898,00:30:12,backwards_throw,blue,yuko,00:00:32,2,2,1,0,12,0,u90,m,false
899,00:30:31,forwards_throw,white,no_score,00:00:22,2,2,1,0,12,1,u90,m,false
900,00:30:49,forwards_throw,white,no_score,00:00:13,2,2,1,0,13,1,u90,m,false
901,00:30:51,forwards_throw,blue,wazari,00:00:11,2,2,1,0,14,1,u90,m,false
