throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
946,00:01:12,forwards_throw,blue,no_score,00:03:24,0,0,0,0,0,0,over_70,f,false
947,00:02:24,forwards_throw,blue,no_score,00:02:19,0,0,0,0,0,1,over_70,f,false
948,00:03:09,forwards_throw,blue,no_score,00:01:43,1,0,0,0,0,2,over_70,f,false
949,00:04:02,backwards_throw,white,no_score,00:01:00,1,0,0,0,0,3,over_70,f,false
950,00:05:45,backwards_throw,white,no_score,00:00:13,2,1,0,0,1,3,over_70,f,true
951,00:06:34,forwards_throw,white,no_score,00:01:02,2,1,0,0,2,3,over_70,f,true
952,00:06:36,forwards_throw,blue,no_score,00:01:05,2,1,0,0,3,3,over_70,f,true
953,00:07:03,backwards_throw,white,no_score,00:01:22,2,1,0,0,3,4,over_70,f,true

954,00:08:16,forwards_throw,white,no_score,00:03:49,0,0,0,0,0,0,over_90,m,false
955,00:08:47,forwards_throw,blue,no_score,00:03:22,0,0,0,0,1,0,over_90,m,false
956,00:09:14,forwards_throw,white,no_score,00:03:01,0,0,0,0,1,1,over_90,m,false
957,00:09:48,forwards_throw,blue,no_score,00:02:27,0,0,0,0,2,1,over_90,m,false
958,00:11:33,forwards_throw,white,no_score,00:01:18,0,2,0,0,2,2,over_90,m,false

959,00:12:45,backwards_throw,white,no_score,00:03:41,0,0,0,0,0,0,u57,f,false
960,00:12:48,forwards_throw,white,no_score,00:03:38,0,0,0,0,1,0,u57,f,false
961,00:12:48,forwards_throw,blue,ippon,00:03:38,0,0,0,0,2,0,u57,f,false

962,00:14:00,backwards_throw,blue,no_score,00:03:32,0,0,0,0,0,0,u73,m,false
963,00:14:44,backwards_throw,blue,no_score,00:02:59,0,0,0,0,0,1,u73,m,false
964,00:14:48,forwards_throw,blue,no_score,00:02:54,0,0,0,0,0,2,u73,m,false
965,00:16:08,forwards_throw,blue,no_score,00:01:59,1,1,0,0,0,3,u73,m,false
966,00:16:28,backwards_throw,blue,no_score,00:01:49,1,1,0,0,0,4,u73,m,false
967,00:16:59,forwards_throw,blue,no_score,00:01:24,1,1,0,0,0,5,u73,m,false
968,00:17:48,forwards_throw,blue,no_score,00:00:46,1,2,0,0,0,6,u73,m,false
969,00:18:13,forwards_throw,blue,no_score,00:00:30,1,2,0,0,0,7,u73,m,false
970,00:18:15,backwards_throw,white,no_score,00:00:29,1,2,0,0,0,8,u73,m,false
971,00:18:56,backwards_throw,white,no_score,00:00:03,2,2,0,0,1,8,u73,m,false
972,00:19:31,forwards_throw,white,wazari,00:00:17,2,2,0,0,2,8,u73,m,true

973,00:20:51,forwards_throw,blue,wazari,00:03:33,0,0,0,0,0,0,u70,f,false
974,00:21:30,backwards_throw,blue,no_score,00:03:28,0,0,0,1,0,1,u70,f,false
975,00:22:06,backwards_throw,white,no_score,00:03:24,0,0,0,1,0,1,u70,f,false
976,00:22:52,forwards_throw,blue,no_score,00:02:12,1,1,0,1,1,2,u70,f,false
977,00:23:32,backwards_throw,white,wazari,00:01:45,1,1,0,1,1,3,u70,f,false
978,00:24:12,forwards_throw,blue,wazari,00:01:14,1,1,1,1,2,3,u70,f,false

979,00:25:48,forwards_throw,blue,no_score,00:03:20,0,0,0,0,0,0,u90,m,false
980,00:26:44,forwards_throw,white,wazari,00:02:34,0,0,0,0,0,1,u90,m,false
981,00:28:00,forwards_throw,blue,no_score,00:01:44,0,0,1,0,1,1,u90,m,false
982,00:28:22,forwards_throw,white,ippon,00:01:29,0,0,1,0,1,2,u90,m,false
